A new study created in RDB with name: XGBRegressor_19256
Trial 11 finished with value: 0.07443795994089411 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.1908344179144159, 'subsample': 0.5373264795338532, 'colsample_bytree': 0.1878905835814385, 'learning_rate': 0.3885907841050964, 'reg_alpha': 0.04505663257400045, 'reg_lambda': 9.907070951085458}. Best is trial 11 with value: 0.07443795994089411.
Trial 1681 finished with value: 0.8942504090655098 and parameters: {'max_depth': 10, 'min_child_weight': 5, 'gamma': 0.13455302310921424, 'subsample': 0.8587231496952656, 'colsample_bytree': 0.6236509924375523, 'learning_rate': 0.7021278753271366, 'reg_alpha': 0.0021127752147937573, 'reg_lambda': 6.120521899455843}. Best is trial 715 with value: 0.9377859576434285.
Trial 1687 finished with value: 0.638183780499944 and parameters: {'max_depth': 9, 'min_child_weight': 3, 'gamma': 0.8621839852390566, 'subsample': 0.4446926425772708, 'colsample_bytree': 0.2927828253285909, 'learning_rate': 0.017389129113562607, 'reg_alpha': 0.06909932416586852, 'reg_lambda': 0.00012889974271278762}. Best is trial 715 with value: 0.9377859576434285.
Trial 1722 finished with value: 0.07338664574510585 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.5752934866409192, 'subsample': 0.43056312002317165, 'colsample_bytree': 0.6974183530762373, 'learning_rate': 0.11881474524016833, 'reg_alpha': 0.09161222716217554, 'reg_lambda': 0.3838412187491058}. Best is trial 715 with value: 0.9377859576434285.
Trial 1679 finished with value: 0.9169299795488304 and parameters: {'max_depth': 8, 'min_child_weight': 4, 'gamma': 0.5076113752847365, 'subsample': 0.9216020215538293, 'colsample_bytree': 0.824160367676272, 'learning_rate': 0.45728974277264234, 'reg_alpha': 0.00040030766612917133, 'reg_lambda': 0.05514537092707535}. Best is trial 715 with value: 0.9377859576434285.
Trial 1696 finished with value: 0.881943901453101 and parameters: {'max_depth': 6, 'min_child_weight': 3, 'gamma': 0.31169715317645785, 'subsample': 0.6171768588101997, 'colsample_bytree': 0.8583224448608272, 'learning_rate': 0.9528925385668637, 'reg_alpha': 0.014149661876214206, 'reg_lambda': 0.00012276479441124236}. Best is trial 715 with value: 0.9377859576434285.
Trial 1721 finished with value: 0.39245389458615676 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.33484965825192736, 'subsample': 0.2754555865279691, 'colsample_bytree': 0.7252114368503104, 'learning_rate': 0.1954345598160776, 'reg_alpha': 0.000155303611879304, 'reg_lambda': 0.052414250251451154}. Best is trial 715 with value: 0.9377859576434285.
Trial 1703 finished with value: 0.09416695452291865 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.2558483252134801, 'subsample': 0.24268491374496226, 'colsample_bytree': 0.17417282566115377, 'learning_rate': 0.5517542714892484, 'reg_alpha': 0.005752981956741859, 'reg_lambda': 0.004325043827615349}. Best is trial 715 with value: 0.9377859576434285.
Trial 1688 finished with value: 0.9322058440528239 and parameters: {'max_depth': 7, 'min_child_weight': 1, 'gamma': 0.14892181027075824, 'subsample': 0.47409070610506143, 'colsample_bytree': 0.8892008636504405, 'learning_rate': 0.20343956097368232, 'reg_alpha': 0.01331575089778753, 'reg_lambda': 0.0004304137155350068}. Best is trial 715 with value: 0.9377859576434285.
Trial 1726 finished with value: -0.004317057502098087 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.1125824407075563, 'subsample': 0.22657555142041463, 'colsample_bytree': 0.6551940181413666, 'learning_rate': 0.9463185362015403, 'reg_alpha': 0.00011288220227200911, 'reg_lambda': 0.0004136860540835245}. Best is trial 715 with value: 0.9377859576434285.
Trial 1723 finished with value: 0.010407419706120613 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.6284453128852887, 'subsample': 0.3666261584268157, 'colsample_bytree': 0.06682559269473742, 'learning_rate': 0.7678982980324599, 'reg_alpha': 0.519658934275749, 'reg_lambda': 0.0028446019675225117}. Best is trial 715 with value: 0.9377859576434285.
Trial 1718 finished with value: -1.5824396140907197e+20 and parameters: {'max_depth': 4, 'min_child_weight': 2, 'gamma': 0.41797105491421227, 'subsample': 0.047226403089575264, 'colsample_bytree': 0.8916708797469564, 'learning_rate': 0.707566047155998, 'reg_alpha': 2.709299144374489, 'reg_lambda': 0.008310745894410736}. Best is trial 715 with value: 0.9377859576434285.
Trial 1707 finished with value: 0.628318871911717 and parameters: {'max_depth': 10, 'min_child_weight': 1, 'gamma': 0.0942764530202247, 'subsample': 0.11556797133476726, 'colsample_bytree': 0.8274345050215647, 'learning_rate': 0.45749374162261425, 'reg_alpha': 4.276118797256239, 'reg_lambda': 5.315500341032081}. Best is trial 715 with value: 0.9377859576434285.
Trial 1712 finished with value: 0.7900658510018609 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.09790083874476785, 'subsample': 0.7692444749198529, 'colsample_bytree': 0.3318761205934776, 'learning_rate': 0.9385837319609373, 'reg_alpha': 0.00043656733506534776, 'reg_lambda': 8.22126586024982}. Best is trial 715 with value: 0.9377859576434285.
Trial 1727 finished with value: 0.07926517048758772 and parameters: {'max_depth': 2, 'min_child_weight': 2, 'gamma': 0.5995410000126926, 'subsample': 0.9301029548344423, 'colsample_bytree': 0.029009602723984007, 'learning_rate': 0.699336773248748, 'reg_alpha': 0.022375241565661726, 'reg_lambda': 0.00011525842464944126}. Best is trial 715 with value: 0.9377859576434285.
Trial 1719 finished with value: 0.576424216934162 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.6407406811866394, 'subsample': 0.23050214155751558, 'colsample_bytree': 0.5178799270958107, 'learning_rate': 0.18982271490770664, 'reg_alpha': 0.0007567467354174765, 'reg_lambda': 0.00010153780001290507}. Best is trial 715 with value: 0.9377859576434285.
Trial 1697 finished with value: -3.849001531852277e+20 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.1482887540025295, 'subsample': 0.30568090811716453, 'colsample_bytree': 0.5338727580087715, 'learning_rate': 0.883643100885454, 'reg_alpha': 3.766432640751522, 'reg_lambda': 0.0005298183764672764}. Best is trial 715 with value: 0.9377859576434285.
Trial 1711 finished with value: -582.6955060523763 and parameters: {'max_depth': 6, 'min_child_weight': 1, 'gamma': 0.594817595299583, 'subsample': 0.07108541777921351, 'colsample_bytree': 0.7278590080944907, 'learning_rate': 0.34906444546751947, 'reg_alpha': 0.5219242001842336, 'reg_lambda': 0.0014291929838254843}. Best is trial 715 with value: 0.9377859576434285.
Trial 1720 finished with value: 0.839625676373718 and parameters: {'max_depth': 4, 'min_child_weight': 2, 'gamma': 0.12847890060207312, 'subsample': 0.6045547022451763, 'colsample_bytree': 0.85319148870323, 'learning_rate': 0.7943677993258536, 'reg_alpha': 0.0008411281273177688, 'reg_lambda': 4.907297148140916}. Best is trial 715 with value: 0.9377859576434285.
Trial 1728 finished with value: 0.6498583661340334 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.9331238627710909, 'subsample': 0.943060914578312, 'colsample_bytree': 0.2950685844302121, 'learning_rate': 0.8405385394718737, 'reg_alpha': 4.955588459936179, 'reg_lambda': 8.053694481158857}. Best is trial 715 with value: 0.9377859576434285.
Trial 1738 finished with value: -1.6311765003158765 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.039316692453687296, 'subsample': 0.014806233818860814, 'colsample_bytree': 0.4333896960892063, 'learning_rate': 0.07202643418717647, 'reg_alpha': 0.0011352983010347896, 'reg_lambda': 0.009373183352674655}. Best is trial 715 with value: 0.9377859576434285.
Trial 1716 finished with value: 0.824630019767313 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.027703364470663905, 'subsample': 0.8329647705004943, 'colsample_bytree': 0.611862342011258, 'learning_rate': 0.07090266845765414, 'reg_alpha': 0.01618966545237114, 'reg_lambda': 1.7639795106240177}. Best is trial 715 with value: 0.9377859576434285.
Trial 1737 finished with value: 0.42247041987421574 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.06699082004677315, 'subsample': 0.5311063408405107, 'colsample_bytree': 0.6859222865169603, 'learning_rate': 0.47005556992029107, 'reg_alpha': 0.00038919640082850067, 'reg_lambda': 0.00032349721928453797}. Best is trial 715 with value: 0.9377859576434285.
Trial 1724 finished with value: 0.8288131342860676 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.6442555443937954, 'subsample': 0.747082076649104, 'colsample_bytree': 0.9000102009503952, 'learning_rate': 0.8878264624866397, 'reg_alpha': 7.514068923530119, 'reg_lambda': 0.08763916202700445}. Best is trial 715 with value: 0.9377859576434285.
Trial 1725 finished with value: 0.8717905138707908 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.5781587363998201, 'subsample': 0.8928023785503427, 'colsample_bytree': 0.9704201690833214, 'learning_rate': 0.5666152505948325, 'reg_alpha': 0.00160948104687764, 'reg_lambda': 0.004467596361699032}. Best is trial 715 with value: 0.9377859576434285.
Trial 1739 finished with value: 0.23813458827515013 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.8636287448512109, 'subsample': 0.2765029922249753, 'colsample_bytree': 0.25676513441324267, 'learning_rate': 0.6978415632749111, 'reg_alpha': 0.0014148554466589399, 'reg_lambda': 0.0020330110104357377}. Best is trial 715 with value: 0.9377859576434285.
Trial 1717 finished with value: 0.794466392361911 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.7387601290557958, 'subsample': 0.361681969093799, 'colsample_bytree': 0.43090358754771874, 'learning_rate': 0.08694831299764783, 'reg_alpha': 0.004995223099031593, 'reg_lambda': 0.0001173483670376036}. Best is trial 715 with value: 0.9377859576434285.
Trial 1734 finished with value: 0.4071998121134495 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.7486840509346238, 'subsample': 0.1770674380223568, 'colsample_bytree': 0.15359345241599187, 'learning_rate': 0.13724930329076246, 'reg_alpha': 0.0002885877911302736, 'reg_lambda': 7.0735088580137}. Best is trial 715 with value: 0.9377859576434285.
Trial 1729 finished with value: 0.8229558925317455 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.11109562976392273, 'subsample': 0.7897429881105972, 'colsample_bytree': 0.7995712103078749, 'learning_rate': 0.7863457345533076, 'reg_alpha': 0.00917544808287916, 'reg_lambda': 0.0010334191151862638}. Best is trial 715 with value: 0.9377859576434285.
Trial 1714 finished with value: 0.854508888527432 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.18524772813560264, 'subsample': 0.6879901380775391, 'colsample_bytree': 0.42078489033908906, 'learning_rate': 0.31124952803044137, 'reg_alpha': 0.676611831026366, 'reg_lambda': 7.981379216343787}. Best is trial 715 with value: 0.9377859576434285.
Trial 1733 finished with value: 0.7216474885361065 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.0837430252069804, 'subsample': 0.40697414822836164, 'colsample_bytree': 0.6307295735121577, 'learning_rate': 0.3019096056508087, 'reg_alpha': 0.01158813495595986, 'reg_lambda': 0.0018083801489060137}. Best is trial 715 with value: 0.9377859576434285.
Trial 1713 finished with value: 0.9022250640395855 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.48331336862146357, 'subsample': 0.43521016888530595, 'colsample_bytree': 0.476708820518283, 'learning_rate': 0.4622673034632887, 'reg_alpha': 0.001961692322605727, 'reg_lambda': 0.00018466023970359658}. Best is trial 715 with value: 0.9377859576434285.
Trial 1710 finished with value: 0.932351613702378 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.6922720484279068, 'subsample': 0.6920570073843587, 'colsample_bytree': 0.6807279794260148, 'learning_rate': 0.5323317312225953, 'reg_alpha': 0.041427896188231395, 'reg_lambda': 0.0018975821316065597}. Best is trial 715 with value: 0.9377859576434285.
Trial 1736 finished with value: -0.600599736775185 and parameters: {'max_depth': 6, 'min_child_weight': 3, 'gamma': 0.42662198919849026, 'subsample': 0.12795579453314854, 'colsample_bytree': 0.8261440187336911, 'learning_rate': 0.8801682293790365, 'reg_alpha': 0.042120968641091154, 'reg_lambda': 6.615363327426769}. Best is trial 715 with value: 0.9377859576434285.
Trial 1745 finished with value: 0.6512499393486625 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.2659999938812636, 'subsample': 0.6076094732972369, 'colsample_bytree': 0.8722168590125157, 'learning_rate': 0.7343294270362718, 'reg_alpha': 0.19422029796631668, 'reg_lambda': 0.00010543378338918325}. Best is trial 715 with value: 0.9377859576434285.
Trial 1705 finished with value: 0.9119086837241197 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.4550287682906954, 'subsample': 0.7297284357162054, 'colsample_bytree': 0.8612267256744031, 'learning_rate': 0.018376331925681, 'reg_alpha': 0.3396762267650907, 'reg_lambda': 0.12747335154344636}. Best is trial 715 with value: 0.9377859576434285.
Trial 1752 finished with value: 0.1735079335905166 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.06601145857495017, 'subsample': 0.12411275167001456, 'colsample_bytree': 0.271133065055966, 'learning_rate': 0.04465860704513347, 'reg_alpha': 1.3063420782332489, 'reg_lambda': 3.9198898658852124}. Best is trial 715 with value: 0.9377859576434285.
Trial 1730 finished with value: 0.8237207816736404 and parameters: {'max_depth': 6, 'min_child_weight': 1, 'gamma': 0.9174141932098498, 'subsample': 0.417230754779639, 'colsample_bytree': 0.49026360589344364, 'learning_rate': 0.6196707156746774, 'reg_alpha': 0.00767014102983429, 'reg_lambda': 2.771041051585269}. Best is trial 715 with value: 0.9377859576434285.
Trial 1747 finished with value: -169.7928331527851 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.5209427109747048, 'subsample': 0.17585266206725292, 'colsample_bytree': 0.9471209627276928, 'learning_rate': 0.8946971360380329, 'reg_alpha': 1.6735294222486239, 'reg_lambda': 0.48662179217737767}. Best is trial 715 with value: 0.9377859576434285.
Trial 1750 finished with value: 0.5666713376167114 and parameters: {'max_depth': 3, 'min_child_weight': 4, 'gamma': 0.38524497654169076, 'subsample': 0.5735297763335385, 'colsample_bytree': 0.3759859802192116, 'learning_rate': 0.22935638619224563, 'reg_alpha': 0.6943728488515869, 'reg_lambda': 8.991214400736702}. Best is trial 715 with value: 0.9377859576434285.
Trial 1741 finished with value: 0.7946013877378538 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.2406038546448498, 'subsample': 0.9289109446761638, 'colsample_bytree': 0.28986622607429136, 'learning_rate': 0.2825767578394899, 'reg_alpha': 0.10052322335782497, 'reg_lambda': 0.5177947657475012}. Best is trial 715 with value: 0.9377859576434285.
Trial 1731 finished with value: -890960937.4070085 and parameters: {'max_depth': 6, 'min_child_weight': 1, 'gamma': 0.6898873731434781, 'subsample': 0.198163078989678, 'colsample_bytree': 0.668136483623089, 'learning_rate': 0.641498336615095, 'reg_alpha': 0.07200274029162795, 'reg_lambda': 0.033178210137109025}. Best is trial 715 with value: 0.9377859576434285.
Trial 1735 finished with value: 0.8384086179428165 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.28278905551512346, 'subsample': 0.7054170916092843, 'colsample_bytree': 0.463778746242995, 'learning_rate': 0.6135730125203319, 'reg_alpha': 0.4175193805865118, 'reg_lambda': 0.0003228151512378942}. Best is trial 715 with value: 0.9377859576434285.
Trial 1742 finished with value: -4.974445546277134 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.5330812896070911, 'subsample': 0.1934100430250606, 'colsample_bytree': 0.8729784941044365, 'learning_rate': 0.6699250681957724, 'reg_alpha': 0.016394062036581926, 'reg_lambda': 0.3214516637157824}. Best is trial 715 with value: 0.9377859576434285.
Trial 1748 finished with value: -13229745245.983656 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.4525844438545549, 'subsample': 0.04986591584015343, 'colsample_bytree': 0.6010111001788626, 'learning_rate': 0.49784692220321936, 'reg_alpha': 0.0007420865425121806, 'reg_lambda': 0.0011647351709705707}. Best is trial 715 with value: 0.9377859576434285.
Trial 1764 finished with value: 0.02409545348104598 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.7609703406706824, 'subsample': 0.14127838308588792, 'colsample_bytree': 0.545004822297792, 'learning_rate': 0.29251391566481955, 'reg_alpha': 5.536807628963793, 'reg_lambda': 0.11535800971171685}. Best is trial 715 with value: 0.9377859576434285.
Trial 1740 finished with value: 0.7713972288503459 and parameters: {'max_depth': 7, 'min_child_weight': 4, 'gamma': 0.41074578018080554, 'subsample': 0.6231804690299888, 'colsample_bytree': 0.42156885958117796, 'learning_rate': 0.08990651391708648, 'reg_alpha': 0.0019270486729684145, 'reg_lambda': 7.017178730331673}. Best is trial 715 with value: 0.9377859576434285.
Trial 1715 finished with value: 0.9128315724530608 and parameters: {'max_depth': 10, 'min_child_weight': 4, 'gamma': 0.7293945504954401, 'subsample': 0.8229412811510021, 'colsample_bytree': 0.9410562695467448, 'learning_rate': 0.05910318391684066, 'reg_alpha': 0.0030739797868450055, 'reg_lambda': 0.00048767454894508536}. Best is trial 715 with value: 0.9377859576434285.
