A new study created in RDB with name: MLP_12115
Trial 0 finished with value: 141.5070466244852 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 3, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'lr': 0.00538449941369389, 'batch_size': 96}. Best is trial 0 with value: 141.5070466244852.
Trial 379 finished with value: 18.688170992322373 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0011589380190441718, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 380 finished with value: 14.822007899200973 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0026951277867362667, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 381 finished with value: 6181.588555580181 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 32, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'lr': 0.0006357964885651469, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 382 finished with value: 115.97226693594865 and parameters: {'input_dropout': 0.1, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013600630271567214, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 383 finished with value: 16.6155496061318 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.00042767031886165014, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 384 finished with value: 16.202911225414315 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0019572109882684367, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 385 finished with value: 18.38254060391093 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.00115003584309048, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 386 finished with value: 16.758992203587063 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0009654702162105499, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 387 finished with value: 15.298363018713406 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013281969765217472, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 388 finished with value: 16.3392270061871 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007438664988355315, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 389 finished with value: 76.96302534441091 and parameters: {'input_dropout': 0.0, 'hidden_layers': 2, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0016700236418859527, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 390 finished with value: 21.874463213227557 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0008759675951263704, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 391 finished with value: 17.643186167889272 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.00104919557391116, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 392 finished with value: 17.09371005135902 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001250190761139204, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 393 finished with value: 14.163541581431197 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0019486232136759775, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 394 finished with value: 79.42734955837153 and parameters: {'input_dropout': 0.05, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0015106584967943628, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 395 finished with value: 19.461056920339395 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001146432845087968, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 396 finished with value: 133.29978084627635 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'lr': 0.0013785700437208652, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 397 finished with value: 15.875087776688906 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0005604944090907325, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 398 finished with value: 15.184129945332598 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0008144461903737204, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 399 finished with value: 20.00995517302481 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'lr': 0.0024034011533335077, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 400 finished with value: 74.43880691429747 and parameters: {'input_dropout': 0.0, 'hidden_layers': 3, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0017530948470387633, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 401 finished with value: 17.968634586792245 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0010169206120481035, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 402 finished with value: 20.049748726143438 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0015386256134682428, 'batch_size': 96}. Best is trial 170 with value: 10.560527383025718.
Trial 403 finished with value: 86.32039520783425 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007127927922078695, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 404 finished with value: 21.501655915645394 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.00129015433887825, 'batch_size': 128}. Best is trial 170 with value: 10.560527383025718.
Trial 405 finished with value: 17.199206769825036 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001151438652889732, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 406 finished with value: 19.05192328650783 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.000966733803476496, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 407 finished with value: 18.759623768046335 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0016321658907128272, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 408 finished with value: 105.81154336276529 and parameters: {'input_dropout': 0.1, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013839771943030905, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 409 finished with value: 44.80858458670957 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 64, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0018437784519221762, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 410 finished with value: 26.538434228414037 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0008740294476082993, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 411 finished with value: 18.647531471943168 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001203538440775453, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 412 finished with value: 214.0086131762162 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.002164493530946162, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 413 finished with value: 154.45358102465434 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0006297862400235909, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 414 finished with value: 130.9936121103215 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'lr': 0.0010570954301497488, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 415 finished with value: 16.98653893042486 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013970092820418108, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 416 finished with value: 211.55100472040607 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 6.067267694579432e-05, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 417 finished with value: 16.77028097954315 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001640745723047339, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 418 finished with value: 207.93809556359074 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 2.661559062517575e-05, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 419 finished with value: 23.50092956602072 and parameters: {'input_dropout': 0.0, 'hidden_layers': 4, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0004948978945938464, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 420 finished with value: 26.54207211831188 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'lr': 0.0012394051448336866, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 421 finished with value: 16.47187769843088 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007444996669204421, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 422 finished with value: 23.795821313935733 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0014804790520492506, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 423 finished with value: 42.65250403095789 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0009382670426732993, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 424 finished with value: 70.05944578081426 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001979963784909545, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 425 finished with value: 10.402115430356979 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0011272172664551796, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 426 finished with value: 22.623517847278112 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0008309257554279881, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 427 finished with value: 29.237869550435686 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0010631462731748812, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
