A new study created in RDB with name: MLP_153131
Trial 0 finished with value: 495.5684996318022 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0010891743874929258, 'batch_size': 96}. Best is trial 0 with value: 495.5684996318022.
Trial 326 finished with value: 20.638091047402703 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0027161432748796974, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 327 finished with value: 118.5112006855396 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.003200779697927138, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 328 finished with value: 23.33611938751908 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.002532457193587525, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 329 finished with value: 19.58366170263042 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0016151474916552228, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 330 finished with value: 18.931629685462728 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.002033626138543172, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 331 finished with value: 9.725614472120926 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0014681778227851822, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 332 finished with value: 19.561066507640916 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0011877544666725843, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 333 finished with value: 17.11272082998604 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0013664522276718126, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 334 finished with value: 16.64693589267374 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0028054005898333623, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 335 finished with value: 11.567749573819054 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00150001327487515, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 336 finished with value: 16.659792861265387 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.003331528140163731, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 337 finished with value: 17.930251690079956 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0011845705101139615, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 338 finished with value: 14.632907654390284 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0013992723631500257, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 339 finished with value: 67.62625841295305 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0037572419969343416, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 340 finished with value: 16.171283895600666 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0034090301609938493, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 341 finished with value: 20.152685578990965 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0012884168307045407, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 342 finished with value: 207.460141466324 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0014065436839811123, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 343 finished with value: 13.885640093518061 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.001290882952161806, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 344 finished with value: 218.83172246859 and parameters: {'input_dropout': 0.2, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0012532542421675695, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 345 finished with value: 2409.79133318175 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.25, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.001507846498954748, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 346 finished with value: 14.229232847986506 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0014632377068505562, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 347 finished with value: 20.65931643581569 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0013133937216562386, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 348 finished with value: 13.258152231084184 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0013078172170371968, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 349 finished with value: 16.218020101318206 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0010814265997225413, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 350 finished with value: 638.2658784680449 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0013357201904587266, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 351 finished with value: 14.04442681712562 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0011281374907410504, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 352 finished with value: 17.211705724701222 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0012606837063161946, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 353 finished with value: 18.907373682215706 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0015221173052672194, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 354 finished with value: 11.557033462295655 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00141002319308152, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 355 finished with value: 159.98624109487082 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0014230670762259974, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 356 finished with value: 20.13616149411748 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0013333334908332902, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 357 finished with value: 21.510055293988913 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.001204201630348853, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 358 finished with value: 49.44827579219908 and parameters: {'input_dropout': 0.05, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.001431743455573825, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 359 finished with value: 607.994932791437 and parameters: {'input_dropout': 0.0, 'hidden_layers': 6, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.25, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0015629665529569362, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 360 finished with value: 18.115993496685945 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0013389542730496405, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 361 finished with value: 45.4255633414278 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0012617919006311215, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 362 finished with value: 20.458465916466196 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0015364058836989194, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 363 finished with value: 230.5027075241799 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0014734524014681813, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 364 finished with value: 15.793505399889716 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0014185588615944823, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 365 finished with value: 19.336186612510456 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0011676054795593269, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 366 finished with value: 17.635772220522455 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0016658648277992393, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 367 finished with value: 21.47341038324027 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0009842344486111444, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 368 finished with value: 23.012293043145988 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0030774277441756696, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 369 finished with value: 14.382523838685007 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0029635102374591035, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 370 finished with value: 13.415339967652448 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.002926866574879493, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 371 finished with value: 17.09355874615747 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.003072486713828543, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 372 finished with value: 23.41471282711804 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0034944143149679787, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
