A new study created in RDB with name: MLP_942
Trial 0 finished with value: 184.6502827269914 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 7, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0030870657531373693, 'batch_size': 32}. Best is trial 0 with value: 184.6502827269914.
Trial 594 finished with value: 187.90917222664328 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 6, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00031273760080708144, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 595 finished with value: 9586.130417200122 and parameters: {'input_dropout': 0.0, 'hidden_layers': 3, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00025907491471479326, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 596 finished with value: 84.54520167025156 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 4, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.00518183401134401, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 597 finished with value: 18315.550085369934 and parameters: {'input_dropout': 0.1, 'hidden_layers': 4, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0001329686437989139, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 598 finished with value: 173.38375470822356 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 8, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0005751679151770843, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 599 finished with value: 9048.764712955684 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 3, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0006765998351714921, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 600 finished with value: 1691.9269241419297 and parameters: {'input_dropout': 0.05, 'hidden_layers': 7, 'hidden_units': 32, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0031371264616802067, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 601 finished with value: 2049.813304867222 and parameters: {'input_dropout': 0.2, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0001022723722521429, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 602 finished with value: 11115.475190450894 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 8, 'hidden_units': 256, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0003316964907626593, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 603 finished with value: 245.34436405552984 and parameters: {'input_dropout': 0.2, 'hidden_layers': 7, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.006585684529853288, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 604 finished with value: 4034.2793385281484 and parameters: {'input_dropout': 0.05, 'hidden_layers': 9, 'hidden_units': 32, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0005912065004607495, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 605 finished with value: 8402.98564178321 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 9, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00021291395219898103, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 606 finished with value: 11442.934615322698 and parameters: {'input_dropout': 0.1, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00010384326502405044, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 607 finished with value: 142.17516865126095 and parameters: {'input_dropout': 0.05, 'hidden_layers': 6, 'hidden_units': 256, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0027815633653211647, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 608 finished with value: 6165.448675698161 and parameters: {'input_dropout': 0.05, 'hidden_layers': 4, 'hidden_units': 192, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00021139476455666164, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 609 finished with value: 192.12934137415684 and parameters: {'input_dropout': 0.05, 'hidden_layers': 8, 'hidden_units': 96, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00766148344052667, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 610 finished with value: 103.0987610429857 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.002123672776976184, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 611 finished with value: 248.50655685405044 and parameters: {'input_dropout': 0.2, 'hidden_layers': 10, 'hidden_units': 96, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.005745443064050924, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 612 finished with value: 396.8100061005681 and parameters: {'input_dropout': 0.2, 'hidden_layers': 9, 'hidden_units': 256, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.004055135556118179, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 613 finished with value: 385.6197360803207 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.25, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0013770608886447529, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 614 finished with value: 18669.788012839286 and parameters: {'input_dropout': 0.05, 'hidden_layers': 8, 'hidden_units': 96, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00011171162420544822, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 615 finished with value: 159.8252331640123 and parameters: {'input_dropout': 0.1, 'hidden_layers': 4, 'hidden_units': 256, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0017552661769901369, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 616 finished with value: 355.2615465437003 and parameters: {'input_dropout': 0.05, 'hidden_layers': 5, 'hidden_units': 128, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.00929305580067612, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 617 finished with value: 191.94401691750684 and parameters: {'input_dropout': 0.1, 'hidden_layers': 5, 'hidden_units': 96, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0007820539750069628, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 618 finished with value: 163.92000511981874 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 5, 'hidden_units': 96, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.006871924519627315, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 619 finished with value: 1520.244807321521 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 6, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0018792278829578473, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 620 finished with value: 279.6402510150402 and parameters: {'input_dropout': 0.2, 'hidden_layers': 6, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.009304167242199693, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 621 finished with value: 9110.741608213966 and parameters: {'input_dropout': 0.2, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0006441199914414919, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 622 finished with value: 16652.991996302153 and parameters: {'input_dropout': 0.2, 'hidden_layers': 6, 'hidden_units': 96, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0001936163040409551, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 623 finished with value: 8954.06942174289 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 9, 'hidden_units': 64, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0005963343537943619, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 624 finished with value: 39.87618679970862 and parameters: {'input_dropout': 0.0, 'hidden_layers': 6, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0007606080438243852, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 625 finished with value: 35.97398445045758 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.003988125226814654, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 626 finished with value: 304.47883001690485 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.001014892692376542, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 627 finished with value: 101.61915194989436 and parameters: {'input_dropout': 0.0, 'hidden_layers': 4, 'hidden_units': 192, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.004031681892449913, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 628 finished with value: 300.28344845822073 and parameters: {'input_dropout': 0.1, 'hidden_layers': 6, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00023064744985462184, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 629 finished with value: 16637.58238116084 and parameters: {'input_dropout': 0.0, 'hidden_layers': 3, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00017097022934903417, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 630 finished with value: 173.52846527994808 and parameters: {'input_dropout': 0.2, 'hidden_layers': 8, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.006385146187087306, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 631 finished with value: 233.1110436756805 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 6, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.001450718993862634, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 632 finished with value: 64.20358938256423 and parameters: {'input_dropout': 0.05, 'hidden_layers': 7, 'hidden_units': 64, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0018538690393517182, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 633 finished with value: 148.84837657363863 and parameters: {'input_dropout': 0.05, 'hidden_layers': 4, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0019041797632295449, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 634 finished with value: 4738.992336439331 and parameters: {'input_dropout': 0.0, 'hidden_layers': 3, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0013685443328493696, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 635 finished with value: 20696.10347158291 and parameters: {'input_dropout': 0.1, 'hidden_layers': 3, 'hidden_units': 32, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00015896905313007414, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 636 finished with value: 152.77514541648682 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 8, 'hidden_units': 32, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0016708047363670606, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 637 finished with value: 35.95395648902674 and parameters: {'input_dropout': 0.1, 'hidden_layers': 9, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0017690290784546996, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 638 finished with value: 176.2383300378904 and parameters: {'input_dropout': 0.2, 'hidden_layers': 5, 'hidden_units': 128, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0005356058386976226, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 639 finished with value: 9925.84539213317 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 192, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.00011058525463452325, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
