A new study created in RDB with name: XGBRegressor_6531
Trial 17 finished with value: 0.4467439670228604 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.8869700038235654, 'subsample': 0.012102099265793198, 'colsample_bytree': 0.4559829485685656, 'learning_rate': 0.851666569233345, 'reg_alpha': 0.0009398634107741563, 'reg_lambda': 2.1210423643248144}. Best is trial 17 with value: 0.4467439670228604.
Trial 666 finished with value: -194.03076584807314 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.10154383303155423, 'subsample': 0.01620769719773052, 'colsample_bytree': 0.5021842566083737, 'learning_rate': 0.5240850512910924, 'reg_alpha': 0.0003952630972884578, 'reg_lambda': 0.09848161404959382}. Best is trial 590 with value: 0.8162745702907286.
Trial 664 finished with value: 0.670519356598186 and parameters: {'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.6867700815811658, 'subsample': 0.4367429116045648, 'colsample_bytree': 0.46653343353243515, 'learning_rate': 0.5161489065211871, 'reg_alpha': 0.00014531196044893077, 'reg_lambda': 0.6913580991907967}. Best is trial 590 with value: 0.8162745702907286.
Trial 674 finished with value: 0.7937967633902541 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.8965298987742323, 'subsample': 0.703740748818459, 'colsample_bytree': 0.3349708294962388, 'learning_rate': 0.2772946174917593, 'reg_alpha': 0.46250354920781883, 'reg_lambda': 0.809623999420924}. Best is trial 590 with value: 0.8162745702907286.
Trial 669 finished with value: -13.47259156983599 and parameters: {'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.6990257742116998, 'subsample': 0.2952719352181744, 'colsample_bytree': 0.6556061755222408, 'learning_rate': 0.8552076652513184, 'reg_alpha': 0.001203526660089973, 'reg_lambda': 0.00027882730265331863}. Best is trial 590 with value: 0.8162745702907286.
Trial 644 finished with value: 0.7321317057723556 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.3822012444601466, 'subsample': 0.3877573812239613, 'colsample_bytree': 0.6303871912416241, 'learning_rate': 0.09741116549724271, 'reg_alpha': 0.04840465330545819, 'reg_lambda': 0.006216584054426142}. Best is trial 590 with value: 0.8162745702907286.
Trial 662 finished with value: 0.6463177947996119 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.7188396732085637, 'subsample': 0.7448545037785423, 'colsample_bytree': 0.1680134192229089, 'learning_rate': 0.8439200976659235, 'reg_alpha': 0.0010961337527625988, 'reg_lambda': 0.8807269274101435}. Best is trial 590 with value: 0.8162745702907286.
Trial 665 finished with value: 0.7616608539343547 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.19669892481566764, 'subsample': 0.4669313370626763, 'colsample_bytree': 0.42889328868455234, 'learning_rate': 0.18772615907871137, 'reg_alpha': 0.0001354577637088711, 'reg_lambda': 1.5918442310203864}. Best is trial 590 with value: 0.8162745702907286.
Trial 685 finished with value: 0.5848512309046111 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.039560599358370196, 'subsample': 0.02287410269238599, 'colsample_bytree': 0.2391791849794611, 'learning_rate': 0.5666972019531327, 'reg_alpha': 0.0019389933324113113, 'reg_lambda': 2.84906702334649}. Best is trial 590 with value: 0.8162745702907286.
Trial 661 finished with value: 0.5331285845940464 and parameters: {'max_depth': 5, 'min_child_weight': 4, 'gamma': 0.12852620806166748, 'subsample': 0.893845828141088, 'colsample_bytree': 0.9823781586900161, 'learning_rate': 0.6444125571453693, 'reg_alpha': 0.007087329889098132, 'reg_lambda': 0.05743937507355805}. Best is trial 590 with value: 0.8162745702907286.
Trial 680 finished with value: 0.7750874355027804 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.28182842121690344, 'subsample': 0.8391694743195239, 'colsample_bytree': 0.21053873319691152, 'learning_rate': 0.4690319546756153, 'reg_alpha': 0.017343699451749427, 'reg_lambda': 0.00011470136377674508}. Best is trial 590 with value: 0.8162745702907286.
Trial 649 finished with value: 0.3774482329294297 and parameters: {'max_depth': 8, 'min_child_weight': 5, 'gamma': 0.6898662912624423, 'subsample': 0.5398940321009528, 'colsample_bytree': 0.8751864122637473, 'learning_rate': 0.7851680675726869, 'reg_alpha': 0.0014922601471687653, 'reg_lambda': 0.12582735762896133}. Best is trial 590 with value: 0.8162745702907286.
Trial 673 finished with value: 0.8056850372243425 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.3033273366693354, 'subsample': 0.23567076301688383, 'colsample_bytree': 0.11842501094345859, 'learning_rate': 0.04551032841307023, 'reg_alpha': 4.253372192055278, 'reg_lambda': 0.0036106687541653504}. Best is trial 590 with value: 0.8162745702907286.
Trial 668 finished with value: 0.6263153139113549 and parameters: {'max_depth': 8, 'min_child_weight': 4, 'gamma': 0.2568750761337757, 'subsample': 0.3330559435307028, 'colsample_bytree': 0.33590376845667835, 'learning_rate': 0.3693049927333141, 'reg_alpha': 0.00017142128754903146, 'reg_lambda': 0.0014605460518592125}. Best is trial 590 with value: 0.8162745702907286.
Trial 695 finished with value: 0.716501687446031 and parameters: {'max_depth': 1, 'min_child_weight': 1, 'gamma': 0.7713591042808443, 'subsample': 0.009682668704026787, 'colsample_bytree': 0.673805254277436, 'learning_rate': 0.05492372065482509, 'reg_alpha': 1.7930485194579924, 'reg_lambda': 0.4907139529404247}. Best is trial 590 with value: 0.8162745702907286.
Trial 681 finished with value: 0.7843829470128315 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.0527528611539092, 'subsample': 0.802704513669354, 'colsample_bytree': 0.12488935979635718, 'learning_rate': 0.21126243638656972, 'reg_alpha': 0.005837585294485196, 'reg_lambda': 3.7728592237909173}. Best is trial 590 with value: 0.8162745702907286.
Trial 657 finished with value: 0.5697351753194445 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.3163625747213382, 'subsample': 0.6026779040809022, 'colsample_bytree': 0.9200283047378406, 'learning_rate': 0.47305445867862417, 'reg_alpha': 0.23525300585553302, 'reg_lambda': 0.22433030967127313}. Best is trial 590 with value: 0.8162745702907286.
Trial 687 finished with value: 0.5526796061621359 and parameters: {'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.6644696140255298, 'subsample': 0.30670027030142244, 'colsample_bytree': 0.7557322851323853, 'learning_rate': 0.4288054987555713, 'reg_alpha': 0.20873384266222486, 'reg_lambda': 0.000181420665098585}. Best is trial 590 with value: 0.8162745702907286.
Trial 672 finished with value: 0.4993561267903698 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.7097662193294454, 'subsample': 0.5450064253090248, 'colsample_bytree': 0.8650995549258648, 'learning_rate': 0.7942730600165724, 'reg_alpha': 4.483756481771048, 'reg_lambda': 0.001461390840035249}. Best is trial 590 with value: 0.8162745702907286.
Trial 692 finished with value: 0.7908121395192176 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.8729809455610863, 'subsample': 0.794212144535593, 'colsample_bytree': 0.30682627765670234, 'learning_rate': 0.21545328851616086, 'reg_alpha': 0.0007892745882269556, 'reg_lambda': 0.0003543097538530952}. Best is trial 590 with value: 0.8162745702907286.
Trial 689 finished with value: 0.7350654254367976 and parameters: {'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.2710097104083671, 'subsample': 0.36619498194714173, 'colsample_bytree': 0.4124582755119146, 'learning_rate': 0.26537616747748727, 'reg_alpha': 0.009621503157542727, 'reg_lambda': 0.08905562642937083}. Best is trial 590 with value: 0.8162745702907286.
Trial 686 finished with value: 0.6345280467332306 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.6161963461238649, 'subsample': 0.12618871762885686, 'colsample_bytree': 0.5642962270156561, 'learning_rate': 0.246093099183751, 'reg_alpha': 0.0013117014005315552, 'reg_lambda': 0.12306725601503393}. Best is trial 590 with value: 0.8162745702907286.
Trial 675 finished with value: 0.3888407715959396 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.14452910758690196, 'subsample': 0.676641957481327, 'colsample_bytree': 0.41540867950604565, 'learning_rate': 0.7273177169913788, 'reg_alpha': 0.001829210230154841, 'reg_lambda': 0.009085254205253189}. Best is trial 590 with value: 0.8162745702907286.
Trial 694 finished with value: 0.7550278347765353 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.7033876693868192, 'subsample': 0.8412950350498832, 'colsample_bytree': 0.8740259497257068, 'learning_rate': 0.17965033414895637, 'reg_alpha': 0.0006013253195467695, 'reg_lambda': 0.0002759066838661142}. Best is trial 590 with value: 0.8162745702907286.
Trial 679 finished with value: 0.3975112662506862 and parameters: {'max_depth': 6, 'min_child_weight': 4, 'gamma': 0.7083857998759376, 'subsample': 0.8069095105708219, 'colsample_bytree': 0.4553267915902548, 'learning_rate': 0.9543388630566227, 'reg_alpha': 0.0017877431562839526, 'reg_lambda': 0.00010719123202534472}. Best is trial 590 with value: 0.8162745702907286.
Trial 691 finished with value: 0.4141674410033424 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.0918735187251416, 'subsample': 0.6448033641277623, 'colsample_bytree': 0.6257362435869587, 'learning_rate': 0.8193071137758158, 'reg_alpha': 0.08910576885039521, 'reg_lambda': 0.0004007658366257742}. Best is trial 590 with value: 0.8162745702907286.
Trial 701 finished with value: 0.7365629374455743 and parameters: {'max_depth': 1, 'min_child_weight': 1, 'gamma': 0.46893239049330626, 'subsample': 0.8898345981646425, 'colsample_bytree': 0.8718258879918838, 'learning_rate': 0.9715187358859934, 'reg_alpha': 6.098957796602243, 'reg_lambda': 0.0018832988876210782}. Best is trial 590 with value: 0.8162745702907286.
Trial 683 finished with value: 0.5152747087804135 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.22958017024396415, 'subsample': 0.7715133501381797, 'colsample_bytree': 0.3570505718131467, 'learning_rate': 0.6648078015474886, 'reg_alpha': 0.0007119630557268866, 'reg_lambda': 0.00020556590467403095}. Best is trial 590 with value: 0.8162745702907286.
Trial 667 finished with value: 0.7177667567068323 and parameters: {'max_depth': 7, 'min_child_weight': 2, 'gamma': 0.8073155281251436, 'subsample': 0.9932351263131434, 'colsample_bytree': 0.8051643290853266, 'learning_rate': 0.30638705129815735, 'reg_alpha': 0.043012551780324156, 'reg_lambda': 0.0008015706519155489}. Best is trial 590 with value: 0.8162745702907286.
Trial 698 finished with value: 0.805166352354424 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.2570948060875752, 'subsample': 0.6734760213416737, 'colsample_bytree': 0.28443938278919745, 'learning_rate': 0.07038574881947457, 'reg_alpha': 0.409869119089048, 'reg_lambda': 0.0005319790031898656}. Best is trial 590 with value: 0.8162745702907286.
Trial 693 finished with value: 0.5797226910131673 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.1590799974613133, 'subsample': 0.16159820105437595, 'colsample_bytree': 0.31868600621115006, 'learning_rate': 0.7176468854705829, 'reg_alpha': 0.9465990954708371, 'reg_lambda': 5.40554920121399}. Best is trial 590 with value: 0.8162745702907286.
Trial 707 finished with value: 0.72989097316017 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.5738492923406749, 'subsample': 0.46158771914721186, 'colsample_bytree': 0.026633893964318256, 'learning_rate': 0.9311121138359614, 'reg_alpha': 0.0017841190648430138, 'reg_lambda': 5.518502314481864}. Best is trial 590 with value: 0.8162745702907286.
Trial 678 finished with value: 0.44092433971600997 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.27315556960992826, 'subsample': 0.38770996435979665, 'colsample_bytree': 0.6268457701998074, 'learning_rate': 0.9132016525598541, 'reg_alpha': 0.021150348128117977, 'reg_lambda': 3.5376844430468224}. Best is trial 590 with value: 0.8162745702907286.
Trial 700 finished with value: 0.7842787588582136 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.7281855942375733, 'subsample': 0.7928691140345286, 'colsample_bytree': 0.900415215222531, 'learning_rate': 0.4769454839063074, 'reg_alpha': 0.0007435806958802887, 'reg_lambda': 1.3593706684657194}. Best is trial 590 with value: 0.8162745702907286.
Trial 697 finished with value: -1.8496231235972698 and parameters: {'max_depth': 3, 'min_child_weight': 4, 'gamma': 0.9429489141781956, 'subsample': 0.08332757714072192, 'colsample_bytree': 0.3526931476309578, 'learning_rate': 0.6089788580582658, 'reg_alpha': 0.17972408379772442, 'reg_lambda': 0.3234116275386502}. Best is trial 590 with value: 0.8162745702907286.
Trial 710 finished with value: 0.7401434858642857 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.19657175104141, 'subsample': 0.9705795325827357, 'colsample_bytree': 0.7699256389777284, 'learning_rate': 0.4490942193552878, 'reg_alpha': 2.7187585462181523, 'reg_lambda': 0.1428907839443507}. Best is trial 590 with value: 0.8162745702907286.
Trial 682 finished with value: 0.5149836872379574 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.44630518292529364, 'subsample': 0.4995896917853889, 'colsample_bytree': 0.8286605641162351, 'learning_rate': 0.7374442116171445, 'reg_alpha': 0.21176485252492688, 'reg_lambda': 2.270400904831828}. Best is trial 590 with value: 0.8162745702907286.
Trial 670 finished with value: 0.5704797878296548 and parameters: {'max_depth': 10, 'min_child_weight': 5, 'gamma': 0.5099870649552081, 'subsample': 0.7509389256679315, 'colsample_bytree': 0.973917850379226, 'learning_rate': 0.8825651648535046, 'reg_alpha': 0.11455964592037193, 'reg_lambda': 0.09407601606004308}. Best is trial 590 with value: 0.8162745702907286.
Trial 677 finished with value: 0.6658014475083351 and parameters: {'max_depth': 7, 'min_child_weight': 1, 'gamma': 0.16292146572028066, 'subsample': 0.6795679431479126, 'colsample_bytree': 0.95197385419404, 'learning_rate': 0.5143263897943507, 'reg_alpha': 0.09177092115807665, 'reg_lambda': 0.07449845627833734}. Best is trial 590 with value: 0.8162745702907286.
Trial 696 finished with value: 0.7281645626703012 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.5348439018674753, 'subsample': 0.5343933264041912, 'colsample_bytree': 0.06810022052745712, 'learning_rate': 0.5281659130942523, 'reg_alpha': 0.018080756697144457, 'reg_lambda': 0.076543807000938}. Best is trial 590 with value: 0.8162745702907286.
Trial 684 finished with value: 0.5326668318350557 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.7217624440730542, 'subsample': 0.5649317274589284, 'colsample_bytree': 0.8170898309320436, 'learning_rate': 0.6370553090112919, 'reg_alpha': 0.16906391329052484, 'reg_lambda': 0.020506167702277315}. Best is trial 590 with value: 0.8162745702907286.
Trial 706 finished with value: -5.427468129815237 and parameters: {'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.5513622281198294, 'subsample': 0.3692725369061425, 'colsample_bytree': 0.556220354779869, 'learning_rate': 0.9874874563422591, 'reg_alpha': 1.2861743327832305, 'reg_lambda': 0.0014642580005417745}. Best is trial 590 with value: 0.8162745702907286.
Trial 705 finished with value: -6.024223108378425 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.7250588987586911, 'subsample': 0.09195089096865816, 'colsample_bytree': 0.2950214801262613, 'learning_rate': 0.6930164805193554, 'reg_alpha': 0.000740091437751962, 'reg_lambda': 0.01420685158274848}. Best is trial 590 with value: 0.8162745702907286.
Trial 703 finished with value: 0.7402764776272199 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.5102351639797724, 'subsample': 0.8527124882762591, 'colsample_bytree': 0.008069853620725653, 'learning_rate': 0.4021163476694485, 'reg_alpha': 0.00020863080541612272, 'reg_lambda': 2.6808727265592394}. Best is trial 590 with value: 0.8162745702907286.
Trial 713 finished with value: 0.8014020987695302 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.7751271959340871, 'subsample': 0.57857868752069, 'colsample_bytree': 0.18022188676039463, 'learning_rate': 0.2787789365802096, 'reg_alpha': 0.00018857598523760324, 'reg_lambda': 0.413919077002518}. Best is trial 590 with value: 0.8162745702907286.
Trial 720 finished with value: 0.736237331867337 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.11859621066011161, 'subsample': 0.6565885895433147, 'colsample_bytree': 0.14175693086600627, 'learning_rate': 0.5599590918928197, 'reg_alpha': 0.0008404435572469871, 'reg_lambda': 0.00041545825015444035}. Best is trial 590 with value: 0.8162745702907286.
Trial 704 finished with value: 0.5842267047624098 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.7851537748528034, 'subsample': 0.8586126728722296, 'colsample_bytree': 0.7093198324761403, 'learning_rate': 0.35311304909761065, 'reg_alpha': 0.00011937253271684512, 'reg_lambda': 0.0002120997197077017}. Best is trial 590 with value: 0.8162745702907286.
